,Year,Jurisdiction,Category,Type,Stream,Management,Fate,Tonnes
345,2018,NSW,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),Total,Recycling,Recycling,217
346,2018,NSW,"Textiles, leather & rubber (excl. tyres)",Textiles,C&D,Recycling,Recycling,68
347,2018,NSW,"Textiles, leather & rubber (excl. tyres)",Textiles,C&I,Recycling,Recycling,314
348,2018,NSW,"Textiles, leather & rubber (excl. tyres)",Textiles,MSW,Recycling,Recycling,764
349,2018,NSW,"Textiles, leather & rubber (excl. tyres)",Textiles,Total,Recycling,Recycling,1146
350,2018,NT,Biosolids,Biosolids,C&I,Other disposal,Disposal,3853
351,2018,NT,Biosolids,Biosolids,C&I,Recycling,Recycling,10888
352,2018,NT,Biosolids,Biosolids,Total,Other disposal,Disposal,3853
353,2018,NT,Biosolids,Biosolids,Total,Recycling,Recycling,10888
354,2018,NT,Glass,Glass,C&D,Landfill,Disposal,94
355,2018,NT,Glass,Glass,C&I,Landfill,Disposal,982
356,2018,NT,Glass,Glass,MSW,Landfill,Disposal,7038
357,2018,NT,Glass,Glass,MSW,Recycling,Recycling,6251
358,2018,NT,Glass,Glass,Total,Landfill,Disposal,8114
359,2018,NT,Glass,Glass,Total,Recycling,Recycling,6251
360,2018,NT,Hazardous,Acids,C&I,Landfill,Disposal,24
361,2018,NT,Hazardous,Acids,C&I,Recycling,Recycling,132
362,2018,NT,Hazardous,Acids,C&I,Treatment,Unknown,503
363,2018,NT,Hazardous,Acids,Total,Landfill,Disposal,24
364,2018,NT,Hazardous,Acids,Total,Recycling,Recycling,132
365,2018,NT,Hazardous,Acids,Total,Treatment,Unknown,503
366,2018,NT,Hazardous,Alkalis,C&I,Landfill,Disposal,27
367,2018,NT,Hazardous,Alkalis,C&I,Recycling,Recycling,296
368,2018,NT,Hazardous,Alkalis,C&I,Treatment,Unknown,37
369,2018,NT,Hazardous,Alkalis,Total,Landfill,Disposal,27
370,2018,NT,Hazardous,Alkalis,Total,Recycling,Recycling,296
371,2018,NT,Hazardous,Alkalis,Total,Treatment,Unknown,37
372,2018,NT,Hazardous,Asbestos,C&D,Landfill,Disposal,3838
373,2018,NT,Hazardous,Asbestos,C&D,Other disposal,Disposal,2
374,2018,NT,Hazardous,Asbestos,C&D,Recycling,Recycling,2
375,2018,NT,Hazardous,Asbestos,C&D,Treatment,Unknown,1
376,2018,NT,Hazardous,Asbestos,C&I,Landfill,Disposal,3270
377,2018,NT,Hazardous,Asbestos,C&I,Other disposal,Disposal,2
378,2018,NT,Hazardous,Asbestos,C&I,Recycling,Recycling,2
379,2018,NT,Hazardous,Asbestos,C&I,Treatment,Unknown,1
380,2018,NT,Hazardous,Asbestos,Total,Landfill,Disposal,7108
381,2018,NT,Hazardous,Asbestos,Total,Other disposal,Disposal,4
382,2018,NT,Hazardous,Asbestos,Total,Recycling,Recycling,3
383,2018,NT,Hazardous,Asbestos,Total,Treatment,Unknown,3
384,2018,NT,Hazardous,Clinical & pharmaceutical,C&I,Landfill,Disposal,104
385,2018,NT,Hazardous,Clinical & pharmaceutical,C&I,Other disposal,Disposal,633
386,2018,NT,Hazardous,Clinical & pharmaceutical,C&I,Recycling,Recycling,3
387,2018,NT,Hazardous,Clinical & pharmaceutical,C&I,Treatment,Unknown,319
388,2018,NT,Hazardous,Clinical & pharmaceutical,Total,Landfill,Disposal,104
389,2018,NT,Hazardous,Clinical & pharmaceutical,Total,Other disposal,Disposal,633
390,2018,NT,Hazardous,Clinical & pharmaceutical,Total,Recycling,Recycling,3
391,2018,NT,Hazardous,Clinical & pharmaceutical,Total,Treatment,Unknown,319
392,2018,NT,Hazardous,Contaminated soils,C&D,Landfill,Disposal,401
393,2018,NT,Hazardous,Contaminated soils,C&D,Recycling,Recycling,10
394,2018,NT,Hazardous,Contaminated soils,C&D,Treatment,Unknown,37
395,2018,NT,Hazardous,Contaminated soils,C&I,Landfill,Disposal,156
396,2018,NT,Hazardous,Contaminated soils,C&I,Recycling,Recycling,4
397,2018,NT,Hazardous,Contaminated soils,C&I,Treatment,Unknown,14
398,2018,NT,Hazardous,Contaminated soils,Total,Landfill,Disposal,558
399,2018,NT,Hazardous,Contaminated soils,Total,Recycling,Recycling,14
400,2018,NT,Hazardous,Contaminated soils,Total,Treatment,Unknown,51
401,2018,NT,Hazardous,Food-derived hazardous wastes,C&I,Landfill,Disposal,710
402,2018,NT,Hazardous,Food-derived hazardous wastes,C&I,Recycling,Recycling,29591
403,2018,NT,Hazardous,Food-derived hazardous wastes,C&I,Treatment,Unknown,4143
404,2018,NT,Hazardous,Food-derived hazardous wastes,Total,Landfill,Disposal,710
405,2018,NT,Hazardous,Food-derived hazardous wastes,Total,Recycling,Recycling,29591
406,2018,NT,Hazardous,Food-derived hazardous wastes,Total,Treatment,Unknown,4143
407,2018,NT,Hazardous,Inorganic chemicals,C&I,Landfill,Disposal,283
408,2018,NT,Hazardous,Inorganic chemicals,C&I,Other disposal,Disposal,1
409,2018,NT,Hazardous,Inorganic chemicals,C&I,Recycling,Recycling,1014
410,2018,NT,Hazardous,Inorganic chemicals,C&I,Treatment,Unknown,712
411,2018,NT,Hazardous,Inorganic chemicals,Total,Landfill,Disposal,283
412,2018,NT,Hazardous,Inorganic chemicals,Total,Other disposal,Disposal,1
413,2018,NT,Hazardous,Inorganic chemicals,Total,Recycling,Recycling,1014
414,2018,NT,Hazardous,Inorganic chemicals,Total,Treatment,Unknown,712
415,2018,NT,Hazardous,Oils,C&I,Landfill,Disposal,1300
416,2018,NT,Hazardous,Oils,C&I,Other disposal,Disposal,40
417,2018,NT,Hazardous,Oils,C&I,Recycling,Recycling,9812
418,2018,NT,Hazardous,Oils,C&I,Treatment,Unknown,10920
419,2018,NT,Hazardous,Oils,Total,Landfill,Disposal,1300
420,2018,NT,Hazardous,Oils,Total,Other disposal,Disposal,40
421,2018,NT,Hazardous,Oils,Total,Recycling,Recycling,9812
422,2018,NT,Hazardous,Oils,Total,Treatment,Unknown,10920
423,2018,NT,Hazardous,Organic chemicals,C&I,Landfill,Disposal,15
424,2018,NT,Hazardous,Organic chemicals,C&I,Recycling,Recycling,19
425,2018,NT,Hazardous,Organic chemicals,C&I,Treatment,Unknown,60
426,2018,NT,Hazardous,Organic chemicals,Total,Landfill,Disposal,15
427,2018,NT,Hazardous,Organic chemicals,Total,Recycling,Recycling,19
428,2018,NT,Hazardous,Organic chemicals,Total,Treatment,Unknown,60
429,2018,NT,Hazardous,Organic solvents,C&I,Landfill,Disposal,3
430,2018,NT,Hazardous,Organic solvents,C&I,Recycling,Recycling,5
431,2018,NT,Hazardous,Organic solvents,C&I,Treatment,Unknown,7
432,2018,NT,Hazardous,Organic solvents,Total,Landfill,Disposal,3
433,2018,NT,Hazardous,Organic solvents,Total,Recycling,Recycling,5
434,2018,NT,Hazardous,Organic solvents,Total,Treatment,Unknown,7
435,2018,NT,Hazardous,Other soil/sludges,C&I,Landfill,Disposal,1158
436,2018,NT,Hazardous,Other soil/sludges,C&I,Other disposal,Disposal,2
437,2018,NT,Hazardous,Other soil/sludges,C&I,Recycling,Recycling,622
438,2018,NT,Hazardous,Other soil/sludges,C&I,Treatment,Unknown,825
439,2018,NT,Hazardous,Other soil/sludges,Total,Landfill,Disposal,1158
440,2018,NT,Hazardous,Other soil/sludges,Total,Other disposal,Disposal,2
441,2018,NT,Hazardous,Other soil/sludges,Total,Recycling,Recycling,622
442,2018,NT,Hazardous,Other soil/sludges,Total,Treatment,Unknown,825
443,2018,NT,Hazardous,"Paints, resins, inks, organic sludges",C&I,Landfill,Disposal,1868
444,2018,NT,Hazardous,"Paints, resins, inks, organic sludges",C&I,Recycling,Recycling,280
445,2018,NT,Hazardous,"Paints, resins, inks, organic sludges",C&I,Treatment,Unknown,167
446,2018,NT,Hazardous,"Paints, resins, inks, organic sludges",Total,Landfill,Disposal,1868
447,2018,NT,Hazardous,"Paints, resins, inks, organic sludges",Total,Recycling,Recycling,280
448,2018,NT,Hazardous,"Paints, resins, inks, organic sludges",Total,Treatment,Unknown,167
449,2018,NT,Hazardous,Tyres,C&I,Energy from waste facility,Energy recovery,954
450,2018,NT,Hazardous,Tyres,C&I,Landfill,Disposal,1622
451,2018,NT,Hazardous,Tyres,C&I,Other disposal,Disposal,95
452,2018,NT,Hazardous,Tyres,C&I,Recycling,Recycling,1717
453,2018,NT,Hazardous,Tyres,Total,Energy from waste facility,Energy recovery,954
454,2018,NT,Hazardous,Tyres,Total,Landfill,Disposal,1622
455,2018,NT,Hazardous,Tyres,Total,Other disposal,Disposal,95
456,2018,NT,Hazardous,Tyres,Total,Recycling,Recycling,1717
457,2018,NT,Metals,Aluminium,MSW,Recycling,Recycling,701
458,2018,NT,Metals,Aluminium,Total,Recycling,Recycling,701
459,2018,NT,Metals,Steel,MSW,Recycling,Recycling,1
460,2018,NT,Metals,Steel,Total,Recycling,Recycling,1
461,2018,NT,Organics,Food organics,C&I,Landfill,Disposal,8329
462,2018,NT,Organics,Food organics,C&I,Landfill,Energy recovery,1378
463,2018,NT,Organics,Food organics,MSW,Landfill,Disposal,41647
464,2018,NT,Organics,Food organics,MSW,Landfill,Energy recovery,6888
465,2018,NT,Organics,Food organics,Total,Landfill,Disposal,49976
466,2018,NT,Organics,Food organics,Total,Landfill,Energy recovery,8265
467,2018,NT,Organics,Garden organics,C&D,Landfill,Disposal,2553
468,2018,NT,Organics,Garden organics,C&D,Landfill,Energy recovery,220
469,2018,NT,Organics,Garden organics,C&I,Landfill,Disposal,1663
470,2018,NT,Organics,Garden organics,C&I,Landfill,Energy recovery,143
471,2018,NT,Organics,Garden organics,MSW,Landfill,Disposal,21064
472,2018,NT,Organics,Garden organics,MSW,Landfill,Energy recovery,1817
473,2018,NT,Organics,Garden organics,Total,Landfill,Disposal,25280
474,2018,NT,Organics,Garden organics,Total,Landfill,Energy recovery,2180
475,2018,NT,Organics,Other organics,C&I,Landfill,Disposal,620
476,2018,NT,Organics,Other organics,C&I,Landfill,Energy recovery,57
477,2018,NT,Organics,Other organics,MSW,Landfill,Disposal,5078
478,2018,NT,Organics,Other organics,MSW,Landfill,Energy recovery,469
479,2018,NT,Organics,Other organics,Total,Landfill,Disposal,5698
480,2018,NT,Organics,Other organics,Total,Landfill,Energy recovery,526
481,2018,NT,Organics,Timber,C&D,Landfill,Disposal,8180
482,2018,NT,Organics,Timber,C&D,Landfill,Energy recovery,141
483,2018,NT,Organics,Timber,C&I,Landfill,Disposal,5548
484,2018,NT,Organics,Timber,C&I,Landfill,Energy recovery,95
485,2018,NT,Organics,Timber,MSW,Landfill,Disposal,1363
486,2018,NT,Organics,Timber,MSW,Landfill,Energy recovery,23
487,2018,NT,Organics,Timber,Total,Landfill,Disposal,15091
488,2018,NT,Organics,Timber,Total,Landfill,Energy recovery,259
489,2018,NT,Paper & cardboard,Cardboard,MSW,Recycling,Recycling,227
490,2018,NT,Paper & cardboard,Cardboard,Total,Recycling,Recycling,227
491,2018,NT,Paper & cardboard,Liquid paperboard,MSW,Recycling,Recycling,63
492,2018,NT,Paper & cardboard,Liquid paperboard,Total,Recycling,Recycling,63
493,2018,NT,Plastics,High density polyethylene (HDPE),MSW,Recycling,Recycling,33
494,2018,NT,Plastics,High density polyethylene (HDPE),Total,Recycling,Recycling,33
495,2018,NT,Plastics,Polyethylene terephthalate (PET),MSW,Recycling,Recycling,579
496,2018,NT,Plastics,Polyethylene terephthalate (PET),Total,Recycling,Recycling,579
497,2018,NT,Plastics,Polyvinyl chloride (PVC),C&I,Recycling,Recycling,156
498,2018,NT,Plastics,Polyvinyl chloride (PVC),MSW,Recycling,Recycling,863
499,2018,NT,Plastics,Polyvinyl chloride (PVC),Total,Recycling,Recycling,1020
500,2018,Qld,Ash,Ash,C&I,Other disposal,Long-term storage,3851169
501,2018,Qld,Ash,Ash,C&I,Recycling,Recycling,823470
502,2018,Qld,Ash,Ash,Total,Other disposal,Long-term storage,3851169
503,2018,Qld,Ash,Ash,Total,Recycling,Recycling,823470
504,2018,Qld,Biosolids,Biosolids,C&I,Recycling,Recycling,332310
505,2018,Qld,Biosolids,Biosolids,Total,Recycling,Recycling,332310
506,2018,Qld,Glass,Glass,C&D,Landfill,Disposal,957
507,2018,Qld,Glass,Glass,C&D,Recycling,Recycling,6545
508,2018,Qld,Glass,Glass,C&I,Landfill,Disposal,34580
509,2018,Qld,Glass,Glass,C&I,Recycling,Recycling,43576
510,2018,Qld,Glass,Glass,MSW,Landfill,Disposal,90173
511,2018,Qld,Glass,Glass,MSW,Recycling,Recycling,27059
512,2018,Qld,Glass,Glass,Total,Landfill,Disposal,125709
513,2018,Qld,Glass,Glass,Total,Recycling,Recycling,77181
514,2018,Qld,Hazardous,Acids,C&I,Landfill,Disposal,1636
515,2018,Qld,Hazardous,Acids,C&I,Recycling,Recycling,9448
516,2018,Qld,Hazardous,Acids,C&I,Treatment,Unknown,789
517,2018,Qld,Hazardous,Acids,Total,Landfill,Disposal,1636
518,2018,Qld,Hazardous,Acids,Total,Recycling,Recycling,9448
519,2018,Qld,Hazardous,Acids,Total,Treatment,Unknown,789
520,2018,Qld,Hazardous,Alkalis,C&I,Landfill,Disposal,282
521,2018,Qld,Hazardous,Alkalis,C&I,Other disposal,Disposal,28
522,2018,Qld,Hazardous,Alkalis,C&I,Recycling,Recycling,118615
523,2018,Qld,Hazardous,Alkalis,C&I,Treatment,Unknown,427
524,2018,Qld,Hazardous,Alkalis,Total,Landfill,Disposal,282
525,2018,Qld,Hazardous,Alkalis,Total,Other disposal,Disposal,28
526,2018,Qld,Hazardous,Alkalis,Total,Recycling,Recycling,118615
527,2018,Qld,Hazardous,Alkalis,Total,Treatment,Unknown,427
528,2018,Qld,Hazardous,Asbestos,C&D,Landfill,Disposal,72829
529,2018,Qld,Hazardous,Asbestos,C&D,Other disposal,Disposal,500
530,2018,Qld,Hazardous,Asbestos,C&D,Recycling,Recycling,472
531,2018,Qld,Hazardous,Asbestos,C&I,Landfill,Disposal,62040
532,2018,Qld,Hazardous,Asbestos,C&I,Other disposal,Disposal,426
533,2018,Qld,Hazardous,Asbestos,C&I,Recycling,Recycling,402
534,2018,Qld,Hazardous,Asbestos,Total,Landfill,Disposal,134869
535,2018,Qld,Hazardous,Asbestos,Total,Other disposal,Disposal,925
536,2018,Qld,Hazardous,Asbestos,Total,Recycling,Recycling,874
537,2018,Qld,Hazardous,Clinical & pharmaceutical,C&I,Landfill,Disposal,3811
538,2018,Qld,Hazardous,Clinical & pharmaceutical,C&I,Other disposal,Disposal,13656
539,2018,Qld,Hazardous,Clinical & pharmaceutical,C&I,Treatment,Unknown,1320
540,2018,Qld,Hazardous,Clinical & pharmaceutical,Total,Landfill,Disposal,3811
541,2018,Qld,Hazardous,Clinical & pharmaceutical,Total,Other disposal,Disposal,13656
542,2018,Qld,Hazardous,Clinical & pharmaceutical,Total,Treatment,Unknown,1320
543,2018,Qld,Hazardous,Contaminated soils,C&D,Landfill,Disposal,595975
544,2018,Qld,Hazardous,Contaminated soils,C&I,Landfill,Disposal,231768
545,2018,Qld,Hazardous,Contaminated soils,Total,Landfill,Disposal,827744
546,2018,Qld,Hazardous,Food-derived hazardous wastes,C&I,Landfill,Disposal,8542
547,2018,Qld,Hazardous,Food-derived hazardous wastes,C&I,Other disposal,Disposal,5
548,2018,Qld,Hazardous,Food-derived hazardous wastes,C&I,Recycling,Recycling,204836
549,2018,Qld,Hazardous,Food-derived hazardous wastes,C&I,Treatment,Unknown,16036
550,2018,Qld,Hazardous,Food-derived hazardous wastes,Total,Landfill,Disposal,8542
551,2018,Qld,Hazardous,Food-derived hazardous wastes,Total,Other disposal,Disposal,5
552,2018,Qld,Hazardous,Food-derived hazardous wastes,Total,Recycling,Recycling,204836
553,2018,Qld,Hazardous,Food-derived hazardous wastes,Total,Treatment,Unknown,16036
554,2018,Qld,Hazardous,Inorganic chemicals,C&I,Landfill,Disposal,40690
555,2018,Qld,Hazardous,Inorganic chemicals,C&I,Other disposal,Disposal,174
556,2018,Qld,Hazardous,Inorganic chemicals,C&I,Recycling,Recycling,23780
557,2018,Qld,Hazardous,Inorganic chemicals,C&I,Treatment,Unknown,443
558,2018,Qld,Hazardous,Inorganic chemicals,Total,Landfill,Disposal,40690
559,2018,Qld,Hazardous,Inorganic chemicals,Total,Other disposal,Disposal,174
560,2018,Qld,Hazardous,Inorganic chemicals,Total,Recycling,Recycling,23780
561,2018,Qld,Hazardous,Inorganic chemicals,Total,Treatment,Unknown,443
562,2018,Qld,Hazardous,Oils,C&I,Landfill,Disposal,35499
563,2018,Qld,Hazardous,Oils,C&I,Other disposal,Disposal,1091
564,2018,Qld,Hazardous,Oils,C&I,Recycling,Recycling,139158
565,2018,Qld,Hazardous,Oils,C&I,Treatment,Unknown,27529
566,2018,Qld,Hazardous,Oils,Total,Landfill,Disposal,35499
567,2018,Qld,Hazardous,Oils,Total,Other disposal,Disposal,1091
568,2018,Qld,Hazardous,Oils,Total,Recycling,Recycling,139158
569,2018,Qld,Hazardous,Oils,Total,Treatment,Unknown,27529
570,2018,Qld,Hazardous,Organic chemicals,C&I,Landfill,Disposal,2640
571,2018,Qld,Hazardous,Organic chemicals,C&I,Other disposal,Disposal,17
572,2018,Qld,Hazardous,Organic chemicals,C&I,Recycling,Recycling,4487
573,2018,Qld,Hazardous,Organic chemicals,C&I,Treatment,Unknown,4368
574,2018,Qld,Hazardous,Organic chemicals,Total,Landfill,Disposal,2640
575,2018,Qld,Hazardous,Organic chemicals,Total,Other disposal,Disposal,17
576,2018,Qld,Hazardous,Organic chemicals,Total,Recycling,Recycling,4487
577,2018,Qld,Hazardous,Organic chemicals,Total,Treatment,Unknown,4368
578,2018,Qld,Hazardous,Organic solvents,C&I,Landfill,Disposal,5147
579,2018,Qld,Hazardous,Organic solvents,C&I,Recycling,Recycling,587
580,2018,Qld,Hazardous,Organic solvents,C&I,Treatment,Unknown,5
581,2018,Qld,Hazardous,Organic solvents,Total,Landfill,Disposal,5147
582,2018,Qld,Hazardous,Organic solvents,Total,Recycling,Recycling,587
583,2018,Qld,Hazardous,Organic solvents,Total,Treatment,Unknown,5
584,2018,Qld,Hazardous,Other,C&I,Landfill,Disposal,2549
585,2018,Qld,Hazardous,Other,C&I,Recycling,Recycling,71711
586,2018,Qld,Hazardous,Other,Total,Landfill,Disposal,2549
587,2018,Qld,Hazardous,Other,Total,Recycling,Recycling,71711
588,2018,Qld,Hazardous,Other hazardous organic wastes,C&I,Landfill,Disposal,124
589,2018,Qld,Hazardous,Other hazardous organic wastes,C&I,Recycling,Recycling,2972
590,2018,Qld,Hazardous,Other hazardous organic wastes,C&I,Treatment,Unknown,233
591,2018,Qld,Hazardous,Other hazardous organic wastes,Total,Landfill,Disposal,124
592,2018,Qld,Hazardous,Other hazardous organic wastes,Total,Recycling,Recycling,2972
593,2018,Qld,Hazardous,Other hazardous organic wastes,Total,Treatment,Unknown,233
594,2018,Qld,Hazardous,Other miscellaneous,C&I,Landfill,Disposal,1346
595,2018,Qld,Hazardous,Other miscellaneous,C&I,Treatment,Unknown,656
596,2018,Qld,Hazardous,Other miscellaneous,Total,Landfill,Disposal,1346
597,2018,Qld,Hazardous,Other miscellaneous,Total,Treatment,Unknown,656
598,2018,Qld,Hazardous,Other soil/sludges,C&I,Landfill,Disposal,38169
599,2018,Qld,Hazardous,Other soil/sludges,C&I,Recycling,Recycling,66166
600,2018,Qld,Hazardous,Other soil/sludges,C&I,Treatment,Unknown,314
601,2018,Qld,Hazardous,Other soil/sludges,Total,Landfill,Disposal,38169
602,2018,Qld,Hazardous,Other soil/sludges,Total,Recycling,Recycling,66166
603,2018,Qld,Hazardous,Other soil/sludges,Total,Treatment,Unknown,314
604,2018,Qld,Hazardous,"Paints, resins, inks, organic sludges",C&I,Landfill,Disposal,8772
605,2018,Qld,Hazardous,"Paints, resins, inks, organic sludges",C&I,Recycling,Recycling,5594
606,2018,Qld,Hazardous,"Paints, resins, inks, organic sludges",C&I,Treatment,Unknown,683
607,2018,Qld,Hazardous,"Paints, resins, inks, organic sludges",Total,Landfill,Disposal,8772
608,2018,Qld,Hazardous,"Paints, resins, inks, organic sludges",Total,Recycling,Recycling,5594
609,2018,Qld,Hazardous,"Paints, resins, inks, organic sludges",Total,Treatment,Unknown,683
610,2018,Qld,Hazardous,Pesticides,C&I,Landfill,Disposal,144
611,2018,Qld,Hazardous,Pesticides,C&I,Recycling,Recycling,5
612,2018,Qld,Hazardous,Pesticides,C&I,Treatment,Unknown,10
613,2018,Qld,Hazardous,Pesticides,Total,Landfill,Disposal,144
614,2018,Qld,Hazardous,Pesticides,Total,Recycling,Recycling,5
615,2018,Qld,Hazardous,Pesticides,Total,Treatment,Unknown,10
616,2018,Qld,Hazardous,Plating & heat treatment,C&I,Landfill,Disposal,3738
617,2018,Qld,Hazardous,Plating & heat treatment,C&I,Recycling,Recycling,251
618,2018,Qld,Hazardous,Plating & heat treatment,C&I,Treatment,Unknown,1264
619,2018,Qld,Hazardous,Plating & heat treatment,Total,Landfill,Disposal,3738
620,2018,Qld,Hazardous,Plating & heat treatment,Total,Recycling,Recycling,251
621,2018,Qld,Hazardous,Plating & heat treatment,Total,Treatment,Unknown,1264
622,2018,Qld,Hazardous,Reactive chemicals,C&I,Recycling,Recycling,49
623,2018,Qld,Hazardous,Reactive chemicals,Total,Recycling,Recycling,49
624,2018,Qld,Hazardous,Tyres,C&I,Energy from waste facility,Energy recovery,25080
625,2018,Qld,Hazardous,Tyres,C&I,Landfill,Disposal,25526
626,2018,Qld,Hazardous,Tyres,C&I,Other disposal,Disposal,1339
627,2018,Qld,Hazardous,Tyres,C&I,Recycling,Recycling,38289
628,2018,Qld,Hazardous,Tyres,Total,Energy from waste facility,Energy recovery,25080
629,2018,Qld,Hazardous,Tyres,Total,Landfill,Disposal,25526
630,2018,Qld,Hazardous,Tyres,Total,Other disposal,Disposal,1339
631,2018,Qld,Hazardous,Tyres,Total,Recycling,Recycling,38289
632,2018,Qld,Masonry materials,Asphalt,C&D,Recycling,Recycling,438221
633,2018,Qld,Masonry materials,Asphalt,Total,Recycling,Recycling,438221
634,2018,Qld,Masonry materials,Bricks,C&D,Recycling,Recycling,73278
635,2018,Qld,Masonry materials,Bricks,Total,Recycling,Recycling,73278
636,2018,Qld,Masonry materials,Concrete,C&D,Recycling,Recycling,1868779
637,2018,Qld,Masonry materials,Concrete,Total,Recycling,Recycling,1868779
638,2018,Qld,Masonry materials,Plasterboard & cement sheeting,C&D,Recycling,Recycling,25135
639,2018,Qld,Masonry materials,Plasterboard & cement sheeting,Total,Recycling,Recycling,25135
640,2018,Qld,Masonry materials,Rubble (incl. non-haz. foundry sands),C&D,Recycling,Recycling,500
